Product,Price,KMs,Fuel,Owners,Year,Location,Brand
Hyundai Santro Xing XG eRLX...,175000,78000,Petrol,1,2007,Hyderabad,Hyundai
Toyota Innova 2.5 GX 7 STR,925000,184000,Diesel,1,2015,Hyderabad,Toyota
Maruti Suzuki Baleno Sigma ...,690000,52000,Diesel,1,2016,Hyderabad,Maruti
Ford EcoSport 1.5 TDCi Tita...,1025000,29810,Diesel,1,2018,Hyderabad,Ford
Hyundai i10 Magna 1.2 Kappa2,325000,27000,Petrol,1,2012,Hyderabad,Hyundai
Toyota Innova Crysta 2.8 ZX...,2050000,45519,Diesel,1,2018,Hyderabad,Toyota
Hyundai Accent Executive,245000,85535,Petrol,1,2010,Hyderabad,Hyundai
Ford Figo Aspire 1.5 TDCi T...,550000,71498,Diesel,1,2016,Hyderabad,Ford
Ford Figo Duratorq Diesel T...,325000,88618,Diesel,1,2013,Hyderabad,Ford
Maruti Suzuki Celerio VXi,425000,28765,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Alto 800 VXI,275000,96310,Petrol,1,2016,Hyderabad,Maruti
Toyota Fortuner 3.0 (Limite...,1225000,157369,Diesel,1,2010,Hyderabad,Toyota
Maruti Suzuki Baleno Delta ...,575000,69000,Diesel,1,2015,Hyderabad,Maruti
Hyundai i20 Sportz 1.4 CRDI,395000,85000,Diesel,1,2012,Hyderabad,Hyundai
Maruti Suzuki Swift VDi,545000,75623,Diesel,1,2014,Hyderabad,Maruti
Hyundai i10 Era,225000,41728,Petrol,1,2007,Hyderabad,Hyundai
Maruti Suzuki Dzire ZXI,790000,11709,Petrol,1,2019,Hyderabad,Maruti
Hyundai Grand i10 Sportz 1....,625000,10005,Petrol,1,2019,Hyderabad,Hyundai
Hyundai Venue SX 1.0 (O) Pe...,1050000,5756,Petrol,1,2019,Hyderabad,Hyundai
Hyundai Elite i20 1.4 U2 CR...,650000,66483,Diesel,1,2016,Hyderabad,Hyundai
Maruti Suzuki Vitara Brezza...,950000,35282,Diesel,1,2020,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,925000,43087,Diesel,1,2018,Hyderabad,Maruti
Toyota Innova 2.5 VX 7 STR ...,950000,229155,Diesel,1,2013,Hyderabad,Toyota
Maruti Suzuki Baleno Delta ...,595000,40486,Petrol,1,2017,Hyderabad,Maruti
Hyundai Grand i10 Sportz 1....,625000,30000,Petrol,1,2018,Hyderabad,Hyundai
Volkswagen Ameo Highline1.5...,725000,59756,Diesel,1,2017,Hyderabad,Volkswagen
Hyundai Elite i20 Asta 1.2 (O),675000,58236,Petrol,1,2016,Hyderabad,Hyundai
Tata Nano Twist XT,215000,20285,Petrol,1,2016,Hyderabad,Tata
Hyundai Creta SX 1.6 CRDI VGT,1050000,103000,Diesel,1,2017,Hyderabad,Hyundai
Maruti Suzuki Wagon R 1.0 M...,455000,15416,Petrol,1,2017,Hyderabad,Maruti
Honda City 1.5 V MT,550000,84416,Petrol,1,2013,Hyderabad,Honda
Maruti Suzuki Vitara Brezza...,1025000,53338,Diesel,1,2018,Hyderabad,Maruti
Maruti Suzuki Dzire VDI,690000,89213,Diesel,1,2017,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 C...,555000,82000,Diesel,1,2013,Hyderabad,Hyundai
Maruti Suzuki Baleno Delta ...,675000,55705,Petrol,1,2016,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 V...,975000,13220,Petrol,1,2018,Hyderabad,Hyundai
Ford EcoSport 1.5 TDCi Tita...,1115000,21604,Diesel,1,2019,Hyderabad,Ford
Maruti Suzuki Celerio VXi A...,425000,48105,Petrol,1,2014,Hyderabad,Maruti
Maruti Suzuki Alto 800 LXI (O),300000,71071,Petrol,1,2017,Hyderabad,Maruti
Hyundai Grand i10 Magna 1.1...,485000,62049,Diesel,1,2016,Hyderabad,Hyundai
Hyundai Verna SX (O) Annive...,1350000,30592,Diesel,1,2018,Hyderabad,Hyundai
Maruti Suzuki Ertiga ZDI BS...,745000,104878,Diesel,1,2015,Hyderabad,Maruti
Renault Pulse RxZ Diesel,365000,66224,Diesel,1,2013,Hyderabad,Renault
Skoda Rapid Ambition 1.6 TD...,525000,999917,Diesel,1,2013,Hyderabad,Skoda
Honda Amaze 1.2 S MT Petrol,650000,9534,Petrol,1,2018,Hyderabad,Honda
Maruti Suzuki Vitara Brezza...,1025000,45300,Diesel,1,2019,Hyderabad,Maruti
Tata Tiago Revotorq XZ,665000,8857,Diesel,1,2019,Hyderabad,Tata
Hyundai Creta SX 1.6 CRDI VGT,1105000,96524,Diesel,1,2015,Hyderabad,Hyundai
Chevrolet Spark LS 1.0,145000,43697,Petrol,1,2008,Hyderabad,Chevrolet
Honda Amaze 1.2 S MT Petrol,655000,8850,Petrol,1,2018,Hyderabad,Honda
Nissan Micra XV Diesel,220000,108233,Diesel,1,2011,Hyderabad,Nissan
Maruti Suzuki Alto 800 LXI,315000,37687,Petrol,1,2016,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 C...,605000,103676,Diesel,1,2013,Hyderabad,Hyundai
Maruti Suzuki Swift Dzire VDi,465000,116956,Diesel,1,2012,Hyderabad,Maruti
Hyundai Creta SX Plus 1.6 A...,1275000,92287,Diesel,1,2017,Hyderabad,Hyundai
Toyota Innova 2.5 VX 8 STR,1305000,160813,Diesel,1,2015,Hyderabad,Toyota
Maruti Suzuki Eeco 5 STR WI...,270000,70000,CNG,2,2012,Hyderabad,Maruti
Maruti Suzuki Omni 8 STR BS IV,225000,50000,Petrol,1,2015,Hyderabad,Maruti
Mahindra KUV100 K6+ Petrol ...,4500000,86061,Diesel,1,2016,Hyderabad,Mahindra
Maruti Suzuki SX4 VDI,360000,100000,Diesel,1,2011,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,930000,33000,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki Omni 8 STR BS IV,260000,52000,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Swift VDi,580000,68000,Diesel,1,2017,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 C...,450000,105000,Diesel,1,2012,Hyderabad,Hyundai
Honda Jazz VX 1.5L i-DTEC,725000,47000,Diesel,1,2017,Hyderabad,Honda
Toyota Etios D 4D GD,650000,77041,Diesel,1,2016,Hyderabad,Toyota
Maruti Suzuki Alto K10 VXi,325000,24423,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki New Swift DZi...,590000,43000,Petrol,1,2014,Hyderabad,Maruti
Maruti Suzuki Swift VDi,385000,70000,Diesel,1,2011,Hyderabad,Maruti
Maruti Suzuki Celerio VXi A...,425000,50000,Petrol,1,2015,Hyderabad,Maruti
Hyundai i20 Sportz 1.2 BS IV,495000,37000,Petrol,1,2014,Hyderabad,Hyundai
Hyundai i10 Magna 1.2 AT,349000,49700,Petrol,1,2010,Hyderabad,Hyundai
Volkswagen Polo GT TSI,575000,42321,Petrol,1,2013,Hyderabad,Volkswagen
Maruti Suzuki Wagon R 1.0 M...,330000,27000,Petrol,1,2012,Hyderabad,Maruti
Hyundai i10 Magna 1.2 Kappa2,310000,72000,Petrol,1,2011,Hyderabad,Hyundai
Renault Kwid 1.0 RXT AMT,450000,20000,Petrol,1,2018,Hyderabad,Renault
Hyundai Elite i20 1.2 Kappa...,695000,21385,Petrol,1,2016,Hyderabad,Hyundai
Toyota Innova 2.5 G4 7 STR,1075000,167000,Diesel,1,2014,Hyderabad,Toyota
Maruti Suzuki Swift VDi ABS,585000,77321,Diesel,1,2016,Hyderabad,Maruti
Renault Kwid 1.0 AMT CLIMBER,450000,14000,Petrol,1,2017,Hyderabad,Renault
Maruti Suzuki Swift VXi,580000,45000,Petrol,1,2016,Hyderabad,Maruti
Jeep Compass Limited 1.4 Pe...,1850000,33000,Petrol,1,2018,Hyderabad,Jeep
Hyundai Creta SX+ 1.6 Diese...,1250000,54321,Diesel,1,2017,Hyderabad,Hyundai
Maruti Suzuki Baleno Alpha ...,675000,73253,Diesel,1,2016,Hyderabad,Maruti
Tata Nexon XZA Plus Petrol ...,945000,21321,Petrol,1,2019,Hyderabad,Tata
Maruti Suzuki Swift Dzire VXi,590000,32000,Petrol,1,2015,Hyderabad,Maruti
BMW 3 Series 320d Luxury Li...,3600000,5000,Diesel,1,2019,Hyderabad,BMW
Honda Amaze S MT Diesel (Opt),719000,26200,Diesel,1,2018,Hyderabad,Honda
Maruti Suzuki Swift Dzire ZXi,349000,42200,Petrol,1,2008,Hyderabad,Maruti
Hyundai i10 Sportz iRDE 2 1.1,469000,16500,Petrol,1,2016,Hyderabad,Hyundai
Renault Kwid 1.0 RXL AMT,385000,25000,Petrol,1,2018,Hyderabad,Renault
Maruti Suzuki Ertiga VDI SHVS,1125000,46000,Diesel,1,2018,Hyderabad,Maruti
Honda City SV 1.5L i-VTEC,685000,34321,Petrol,1,2015,Hyderabad,Honda
Volkswagen Ameo Trendline 1...,595000,38000,Diesel,1,2018,Hyderabad,Volkswagen
Toyota Innova Crysta 2.8 GX...,1750000,85000,Diesel,1,2016,Hyderabad,Toyota
Audi Q7 3.0 TDI quattro,1100000,90000,Diesel,1,2008,Hyderabad,Audi
Maruti Suzuki Zen Estilo VXi,185000,74000,Petrol,1,2007,Hyderabad,Maruti
Hyundai Santro Sportz AMT,560000,13100,Petrol,1,2019,Hyderabad,Hyundai
BMW M2 Competition,8000000,200,Petrol,1,2019,Hyderabad,BMW
Jaguar XF Diesel Luxury 2.2,2200000,30000,Diesel,1,2013,Hyderabad,Jaguar
Jaguar F Pace Prestige,5500000,14000,Diesel,1,2018,Hyderabad,Jaguar
Toyota Innova Crysta 2.4 VX...,1800000,96000,Diesel,1,2017,Hyderabad,Toyota
Honda City 1.5 S AT,425000,83000,Petrol,1,2009,Hyderabad,Honda
Maruti Suzuki Alto LXI,175000,87000,Petrol,1,2009,Hyderabad,Maruti
Honda Amaze 1.5 V AT i-DTEC,1050000,7000,Diesel,1,2020,Hyderabad,Honda
Tata Nano Twist XT,170000,30000,Petrol,1,2015,Hyderabad,Tata
Maruti Suzuki Swift VDi BS IV,340000,74000,Diesel,1,2010,Hyderabad,Maruti
Ford EcoSport 1.5 TDCi Tita...,520000,85000,Diesel,1,2013,Hyderabad,Ford
Maruti Suzuki Celerio LXi A...,450000,26000,Petrol,1,2014,Hyderabad,Maruti
Ford EcoSport 1.5 TDCi Ambi...,860000,29000,Diesel,1,2018,Hyderabad,Ford
Volkswagen Polo GT TSI Sport,935000,15000,Petrol,1,2018,Hyderabad,Volkswagen
Maruti Suzuki Vitara Brezza...,1045000,11000,Diesel,1,2019,Hyderabad,Maruti
Maruti Suzuki Swift VXi AMT,690000,35000,Petrol,1,2018,Hyderabad,Maruti
Maruti Suzuki Alto K10 VXi,245000,58256,Petrol,1,2012,Hyderabad,Maruti
Tata Manza Elan Quadrajet B...,310000,86000,Diesel,1,2011,Hyderabad,Tata
Honda City 1.5 V AT,475000,75000,Petrol,1,2011,Hyderabad,Honda
Maruti Suzuki Vitara Brezza...,1120000,25000,Diesel,1,2019,Hyderabad,Maruti
Maruti Suzuki Alto LXI,160000,82000,Petrol,1,2005,Hyderabad,Maruti
Mahindra XUV500 W6 FWD,725000,88366,Diesel,1,2013,Hyderabad,Mahindra
Volvo V40 Cross Country D3,1450000,80000,Diesel,1,2014,Hyderabad,Volvo
BMW 5 Series 530d Sedan M S...,5500000,20000,Diesel,1,2017,Hyderabad,BMW
Skoda Fabia Ambiente 1.2 TDI,325000,108725,Diesel,1,2012,Hyderabad,Skoda
Maruti Suzuki Baleno Delta ...,650000,46000,Petrol,1,2019,Hyderabad,Maruti
Ford Figo Duratorq Diesel T...,325000,68000,Diesel,1,2011,Hyderabad,Ford
Hyundai Santro Xing XO eRLX...,185000,63095,Petrol,2,2007,Hyderabad,Hyundai
Ford EcoSport 1.5 TDCi Tren...,475000,77000,Diesel,1,2013,Hyderabad,Ford
Chevrolet Beat LS Diesel,260000,53000,Diesel,1,2011,Hyderabad,Chevrolet
Ford Figo Duratorq Diesel Z...,275000,86841,Diesel,1,2011,Hyderabad,Ford
Toyota Innova Crysta 2.4 VX...,1650000,96000,Diesel,1,2016,Hyderabad,Toyota
Honda BR-V VX (Petrol),795000,48001,Petrol,1,2016,Hyderabad,Honda
Hyundai i10 Magna,320000,67000,Petrol,1,2010,Hyderabad,Hyundai
Honda CR V 2.4 AT,475000,104000,Petrol,1,2007,Hyderabad,Honda
Nissan Sunny XV Diesel,470000,68000,Diesel,1,2013,Hyderabad,Nissan
Mercedes Benz A Class A 180...,1350000,51001,Petrol,1,2013,Hyderabad,Mercedes
Hyundai Santro Xing GLS LPG,265000,68000,LPG,1,2009,Hyderabad,Hyundai
Audi A6 2.0 TDI Premium+,2450000,35000,Diesel,1,2015,Hyderabad,Audi
Audi Q5 3.0 TDI quattro V6 ...,3200000,30000,Diesel,1,2015,Hyderabad,Audi
Mercedes Benz CLS 250 CDI,5400000,10000,Diesel,1,2016,Hyderabad,Mercedes
Jaguar F Type S Convertible,8500000,9000,Petrol,1,2017,Hyderabad,Jaguar
Mahindra XUV 300 1.5 W8 (O),1175000,19861,Diesel,1,2019,Hyderabad,Mahindra
Mahindra Verito 1.5 D4 BS IV,180000,163000,Diesel,1,2012,Hyderabad,Mahindra
Mahindra Verito 1.4 G4 BS IV,180000,240000,Petrol,1,2014,Hyderabad,Mahindra
Hyundai i20 Active 1.4 U2 C...,650000,44890,Diesel,1,2015,Hyderabad,Hyundai
Maruti Suzuki Ertiga VDI SHVS,705000,141192,Diesel,1,2016,Hyderabad,Maruti
Hyundai Santro Xing XK eRLX...,115000,104771,Petrol,1,2006,Hyderabad,Hyundai
Maruti Suzuki Wagon R VXI 1...,475000,30464,Petrol,1,2018,Hyderabad,Maruti
Maruti Suzuki Swift Old VDi,220000,82000,Diesel,2,2008,Hyderabad,Maruti
Hyundai i20 1.4L Asta Diesel,340000,72000,Diesel,2,2011,Hyderabad,Hyundai
Maruti Suzuki Alto LXi BS III,110000,119000,Petrol,2,2007,Hyderabad,Maruti
Hyundai Santro Xing XL eRLX...,170000,89746,Petrol,1,2007,Hyderabad,Hyundai
Toyota Innova Crysta 2.8 ZX...,2100000,27875,Diesel,1,2018,Hyderabad,Toyota
Tata Tiago Revotron XZ,550000,341,Petrol,1,2019,Hyderabad,Tata
Hyundai i20 Active 1.4L SX (O),675000,35004,Petrol,1,2016,Hyderabad,Hyundai
Renault Kwid 1.0 RXL AMT,385000,42208,Petrol,1,2017,Hyderabad,Renault
Renault Kwid RxT,315000,41344,Petrol,1,2016,Hyderabad,Renault
Maruti Suzuki Swift Dzire VXi,485000,80176,Petrol,1,2013,Hyderabad,Maruti
Datsun Redi-GO 1.0L S,290000,31740,Petrol,1,2017,Hyderabad,Datsun
Hyundai Verna Fluidic 1.6 C...,480000,96958,Diesel,1,2012,Hyderabad,Hyundai
Maruti Suzuki Ritz Vdi BS IV,330000,96139,Diesel,1,2012,Hyderabad,Maruti
Maruti Suzuki Wagon R 1.0 VXi,365000,74154,Petrol,1,2015,Hyderabad,Maruti
Mahindra Scorpio VLX Airbag...,490000,130000,Diesel,2,2011,Hyderabad,Mahindra
Maruti Suzuki Wagon R 1.0 M...,360000,50370,Petrol,1,2013,Hyderabad,Maruti
Hyundai Xcent 2nd Gen 1.1 U...,425000,80000,Diesel,1,2017,Hyderabad,Hyundai
Toyota Etios Liva G,350000,90000,Petrol,1,2013,Hyderabad,Toyota
Toyota Innova Crysta 2.4 ZX...,2100000,33000,Diesel,1,2018,Hyderabad,Toyota
Maruti Suzuki Alto K10 VXi,250000,39290,Petrol,1,2010,Hyderabad,Maruti
Land Rover Freelander 2 SE,1500000,106000,Diesel,1,2010,Hyderabad,Land
Honda Brio VX AT,560000,28321,Petrol,1,2014,Hyderabad,Honda
Land Rover Range Rover Vela...,7800000,31951,Petrol,1,2018,Hyderabad,Land
Honda City ZX GXi,375000,92000,Petrol,1,2008,Hyderabad,Honda
Hyundai Verna Fluidic 1.6 C...,510000,75000,Diesel,1,2011,Hyderabad,Hyundai
Toyota Innova Crysta 2.4 G ...,1650000,107000,Diesel,1,2017,Hyderabad,Toyota
Toyota Etios Liva J,450000,62000,Diesel,1,2014,Hyderabad,Toyota
Toyota Innova 2.5 EV PS 8 S...,785000,142000,Diesel,1,2010,Hyderabad,Toyota
Mercedes Benz C Class C 220...,1200000,133000,Diesel,2,2014,Hyderabad,Mercedes
Audi A4 1.8 TFSI,1050000,95000,Petrol,1,2011,Hyderabad,Audi
Maruti Suzuki Swift Dzire VDi,775000,37000,Diesel,1,2017,Hyderabad,Maruti
Volvo S60 Kinetic D4,1250000,96000,Diesel,1,2012,Hyderabad,Volvo
Mercedes Benz E Class E250 ...,2500000,62000,Diesel,1,2014,Hyderabad,Mercedes
Ford EcoSport 1.5 TDCi Tita...,575000,84131,Diesel,1,2013,Hyderabad,Ford
Maruti Suzuki Swift VDi,595000,67631,Diesel,1,2017,Hyderabad,Maruti
Mahindra KUV100 K6 D 6 STR,450000,40016,Diesel,1,2016,Hyderabad,Mahindra
Toyota Fortuner 3.0 4X2 MT,1700000,124000,Diesel,1,2015,Hyderabad,Toyota
Honda City V 1.5L i-DTEC,690000,92582,Diesel,1,2016,Hyderabad,Honda
BMW 3 Series 320d Sedan,1175000,90016,Diesel,1,2011,Hyderabad,BMW
Nissan Terrano XL Plus Diesel,745000,70000,Diesel,1,2016,Hyderabad,Nissan
Hyundai Getz Prime 1.3 GVS,175000,53427,Petrol,1,2007,Hyderabad,Hyundai
Hyundai Elite i20 1.4 U2 CR...,755000,128283,Diesel,1,2015,Hyderabad,Hyundai
Skoda Rapid Ambition 1.5 TD...,450000,163971,Diesel,1,2012,Hyderabad,Skoda
Skoda Yeti Ambition 2.0 TDI...,700000,105246,Diesel,1,2012,Hyderabad,Skoda
Toyota Innova Crysta 2.8 ZX...,1950000,106653,Diesel,1,2016,Hyderabad,Toyota
Hyundai Verna Fluidic 1.6 C...,749000,95177,Diesel,2,2015,Hyderabad,Hyundai
Audi Q3 2.0 TDI Quattro Pre...,2200000,68024,Diesel,1,2015,Hyderabad,Audi
Tata Safari Storme 2.2 VX 4x2,750000,63666,Diesel,1,2014,Hyderabad,Tata
Hyundai Grand i10 Magna 1.1...,450000,63092,Diesel,1,2014,Hyderabad,Hyundai
Maruti Suzuki Swift Dzire ZXi,349000,85366,Petrol,1,2009,Hyderabad,Maruti
Hyundai Santro Xing GLS,199000,73341,Petrol,2,2007,Hyderabad,Hyundai
Mercedes Benz A Class A 200...,1800000,34911,Diesel,1,2015,Hyderabad,Mercedes
BMW 5 Series 525d Sedan,1820000,71041,Diesel,1,2013,Hyderabad,BMW
Hyundai i10 Magna 1.2 Kappa2,375000,55242,Petrol,1,2011,Hyderabad,Hyundai
Honda Brio V MT,449000,26504,Petrol,1,2014,Hyderabad,Honda
Maruti Suzuki 800 Std BS III,140000,17998,Petrol,1,2006,Hyderabad,Maruti
Hyundai Eon Magna + LPG,250000,70261,LPG,2,2012,Hyderabad,Hyundai
Maruti Suzuki Swift VDi,640000,75386,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki Alto LXI BS IV,220000,37181,Petrol,1,2010,Hyderabad,Maruti
Maruti Suzuki S Cross Zeta ...,850000,41807,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki Eeco 5 STR WI...,415000,45932,Petrol,1,2017,Hyderabad,Maruti
BMW 3 Series 320d Sedan,1495000,83000,Diesel,1,2013,Hyderabad,BMW
Hyundai Santro Xing XO eRLX...,225000,57000,Petrol,1,2007,Hyderabad,Hyundai
Skoda Laura L&K 2.0 TDI AT,450000,130000,Diesel,1,2009,Hyderabad,Skoda
Maruti Suzuki 800 AC BS III,135000,19550,Petrol,1,2008,Hyderabad,Maruti
Maruti Suzuki Zen Estilo VXi,250000,62987,Petrol,1,2011,Hyderabad,Maruti
Skoda Rapid Elegance 1.6 TD...,550000,79235,Diesel,1,2013,Hyderabad,Skoda
Hyundai Santa Fe 4 WD,700000,72350,Diesel,1,2011,Hyderabad,Hyundai
Mercedes Benz CLA Class 200...,2600000,28000,Diesel,1,2016,Hyderabad,Mercedes
Toyota Corolla Altis 1.8G(CVT),1150000,57389,Petrol,1,2014,Hyderabad,Toyota
